churn,number_vmail_messages,total_day_calls,total_eve_minutes,total_eve_charge,total_intl_minutes,number_customer_service_calls
no,0,77,240.5,20.44,10.1,1
no,0,104,174.5,14.83,7.3,3
no,0,74,175.1,14.88,10.5,1
no,36,112,286.2,24.33,11.3,3
yes,0,143,214.3,18.22,9.9,0
no,0,94,105.8,8.99,13.5,1
no,0,79,236.8,20.13,8.5,0
no,0,86,193.3,16.43,10.4,0
no,31,78,215.5,18.32,9.6,1
yes,0,134,108.2,9.2,17.3,1
no,23,130,162.6,13.82,7.2,1
yes,0,78,219.7,18.67,11.1,1
no,12,87,138.6,11.78,10.7,1
no,0,102,247.7,21.05,5.0,3
no,28,132,231.7,19.69,10.7,1
no,0,79,158.0,13.43,6.0,2
no,36,93,156.3,13.29,13.7,0
no,0,91,182.7,15.53,14.7,3
no,38,96,159.7,13.57,8.9,1
yes,0,80,222.3,18.9,13.7,5
no,0,104,241.2,20.5,10.9,1
no,33,93,238.3,20.26,10.6,2
no,0,85,172.1,14.63,10.2,0
no,0,99,174.8,14.86,7.8,1
no,24,87,184.0,15.64,12.7,1
no,0,105,278.0,23.63,14.0,2
no,0,96,168.6,14.33,13.7,2
no,0,83,280.8,23.87,10.5,5
yes,0,120,231.8,19.7,9.9,1
no,0,95,221.0,18.79,10.2,0
no,0,96,167.2,14.21,7.7,2
no,0,119,249.4,21.2,9.0,1
yes,0,73,208.3,17.71,10.6,0
no,0,93,272.7,23.18,7.1,1
no,29,91,159.4,13.55,8.5,1
no,30,93,241.4,20.52,12.9,2
no,0,107,145.1,12.33,14.1,2
no,0,88,141.8,12.05,10.8,3
no,40,56,211.8,18.0,12.3,2
no,0,107,186.4,15.84,10.5,3
no,15,143,210.6,17.9,12.4,1
yes,0,120,233.7,19.86,7.3,2
yes,0,114,185.5,15.77,6.3,1
no,27,127,249.0,21.17,12.5,1
yes,0,75,218.1,18.54,11.5,7
no,0,113,200.6,17.05,12.4,1
no,0,107,209.4,17.8,11.5,1
no,0,85,169.4,14.4,6.0,0
no,0,133,160.2,13.62,8.4,4
no,32,117,115.0,9.78,9.4,2
yes,0,89,272.5,23.16,11.0,2
no,26,96,206.6,17.56,11.1,2
yes,0,95,240.7,20.46,11.6,1
no,29,105,190.8,16.22,7.2,3
no,0,113,119.6,10.17,11.7,1
yes,0,129,160.5,13.64,5.6,5
no,23,83,258.6,21.98,11.2,4
no,0,68,250.5,21.29,10.5,3
no,0,93,230.9,19.63,9.0,2
no,17,116,173.4,14.74,11.7,0
yes,0,84,177.5,15.09,7.5,5
no,0,66,107.9,9.17,11.4,3
no,36,87,261.6,22.24,13.3,0
no,25,110,242.8,20.64,9.1,1
yes,0,85,150.6,12.8,9.7,2
no,0,152,148.3,12.61,15.2,2
no,0,97,162.1,13.78,6.1,1
no,0,124,200.7,17.06,8.2,1
no,0,87,111.3,9.46,7.1,1
no,0,86,203.9,17.33,14.1,2
no,0,108,216.5,18.4,11.0,1
no,0,48,159.1,13.52,12.2,1
no,0,121,256.4,21.79,12.6,2
no,43,105,260.2,22.12,8.3,3
no,0,70,270.7,23.01,3.5,0
no,0,101,298.6,25.38,13.8,1
no,0,68,207.1,17.6,14.8,0
yes,0,125,205.7,17.48,6.9,1
no,0,95,205.6,17.48,8.8,0
no,25,91,245.8,20.89,4.8,0
yes,0,120,301.0,25.59,5.8,2
no,31,130,134.2,11.41,9.4,0
no,0,114,194.6,16.54,3.7,3
no,0,124,211.0,17.94,11.4,1
no,0,87,258.1,21.94,5.8,1
no,26,94,259.4,22.05,7.7,0
no,0,94,168.4,14.31,10.2,0
no,0,110,197.0,16.75,10.0,1
yes,0,74,168.8,14.35,6.9,1
no,0,142,246.5,20.95,8.8,1
yes,0,83,124.4,10.57,14.1,0
no,0,92,208.3,17.71,7.5,2
yes,0,108,259.7,22.07,9.7,2
no,15,110,170.6,14.5,11.9,1
no,39,106,123.3,10.48,9.2,1
no,0,127,174.6,14.84,12.0,2
no,0,105,224.9,19.12,12.1,0
no,35,100,261.3,22.21,8.9,0
no,28,124,236.8,20.13,7.7,1
no,0,77,155.9,13.25,7.4,0
no,42,101,273.2,23.22,11.5,1
yes,0,87,254.1,21.6,7.5,0
yes,0,125,221.1,18.79,12.7,4
no,0,64,139.8,11.88,11.6,2
no,14,86,88.7,7.54,10.5,2
yes,0,110,220.2,18.72,10.8,2
no,0,101,250.0,21.25,9.6,2
no,39,125,219.9,18.69,12.7,2
no,0,81,168.0,14.28,6.6,1
no,24,103,285.9,24.3,9.5,0
no,0,132,230.5,19.59,11.0,0
yes,0,83,245.4,20.86,10.0,3
no,39,82,159.2,13.53,11.3,2
no,0,127,259.3,22.04,11.3,1
no,0,83,220.9,18.78,12.0,1
no,21,97,239.1,20.32,15.1,1
no,0,76,169.3,14.39,8.0,1
no,29,97,140.0,11.9,10.9,1
yes,0,108,232.9,19.8,14.1,0
no,29,104,222.5,18.91,7.9,2
no,0,69,146.8,12.48,8.2,0
no,31,91,241.4,20.52,7.8,1
no,34,119,227.1,19.3,12.3,1
no,0,90,73.2,6.22,4.7,0
no,0,115,205.6,17.48,9.2,2
no,0,111,211.6,17.99,10.8,1
no,0,102,206.9,17.59,6.1,0
no,0,87,259.2,22.03,7.3,1
yes,0,73,223.2,18.97,11.5,1
no,29,121,262.8,22.34,15.2,1
no,0,90,135.8,11.54,13.0,1
no,47,95,207.9,17.67,10.2,0
no,0,80,167.6,14.25,6.2,1
no,0,103,199.7,16.97,8.5,2
no,0,105,262.0,22.27,8.5,1
yes,0,118,160.7,13.66,9.6,0
no,0,84,230.9,19.63,10.7,3
no,0,102,126.9,10.79,11.7,0
no,0,103,199.7,16.97,12.9,3
no,0,100,210.4,17.88,12.4,3
no,0,104,196.3,16.69,13.8,1
no,0,103,241.0,20.49,11.9,0
no,0,148,223.8,19.02,15.4,3
no,0,119,238.3,20.26,8.3,1
no,0,83,163.6,13.91,6.1,0
no,0,147,216.9,18.44,13.1,0
no,42,82,159.7,13.57,9.5,0
no,0,98,216.4,18.39,18.4,2
no,0,119,142.0,12.07,7.3,2
no,0,140,191.4,16.27,11.8,3
no,0,84,165.3,14.05,8.9,1
no,39,99,245.1,20.83,15.4,1
no,0,94,240.9,20.48,8.8,2
no,23,78,138.9,11.81,11.8,2
no,26,83,240.7,20.46,15.0,1
no,0,108,259.9,22.09,7.8,3
no,0,106,152.5,12.96,7.7,3
no,0,96,176.0,14.96,13.4,2
no,0,67,204.3,17.37,9.9,2
no,25,140,197.4,16.78,10.6,1
no,0,82,167.1,14.2,10.5,1
no,42,90,267.5,22.74,11.3,7
no,0,116,212.1,18.03,15.1,1
no,0,97,275.5,23.42,8.0,2
no,37,87,178.5,15.17,8.0,4
no,17,95,252.8,21.49,9.7,0
yes,0,100,303.2,25.77,8.6,1
no,26,115,185.0,15.73,8.1,1
no,0,110,77.9,6.62,13.2,1
no,22,102,75.9,6.45,7.1,2
no,21,119,106.2,9.03,5.3,2
yes,0,82,201.1,17.09,8.9,0
no,0,93,175.9,14.95,16.2,2
yes,28,117,244.5,20.78,11.5,4
yes,0,122,223.2,18.97,13.9,2
no,43,117,175.1,14.88,11.5,1
no,39,73,210.3,17.88,12.5,2
no,0,138,159.6,13.57,8.6,2
yes,0,115,159.3,13.54,13.9,2
yes,26,144,218.1,18.54,9.3,1
yes,0,96,190.0,16.15,10.9,5
no,25,144,167.6,14.25,14.5,1
no,0,85,253.1,21.51,5.9,0
no,0,134,142.3,12.1,10.9,2
no,0,106,301.7,25.64,9.7,1
yes,0,101,286.0,24.31,12.1,1
no,0,110,270.6,23.0,8.0,0
no,0,107,271.7,23.09,7.4,0
yes,16,103,160.1,13.61,7.7,0
yes,0,103,252.2,21.44,8.0,0
no,0,113,271.8,23.1,8.7,1
no,0,91,261.5,22.23,11.4,0
yes,0,83,187.1,15.9,7.9,7
yes,0,75,253.8,21.57,8.9,2
no,25,109,149.6,12.72,9.8,0
yes,0,156,273.0,23.21,13.5,1
no,0,97,252.7,21.48,8.0,0
no,0,91,219.1,18.62,5.5,0
no,0,80,123.9,10.53,8.1,2
no,25,91,119.3,10.14,12.0,1
no,0,131,252.4,21.45,4.9,2
no,0,102,230.9,19.63,11.4,1
no,0,116,196.2,16.68,8.1,1
no,0,115,165.4,14.06,9.7,1
yes,0,99,149.1,12.67,14.8,4
yes,0,97,236.4,20.09,7.7,0
no,33,75,226.6,19.26,12.9,2
no,28,77,172.4,14.65,11.1,1
no,12,60,200.6,17.05,12.3,2
no,0,110,231.9,19.71,12.7,1
no,0,133,175.0,14.88,5.5,3
yes,28,89,107.1,9.1,14.7,0
no,0,93,282.8,24.04,12.0,2
yes,0,123,141.1,11.99,10.3,1
no,0,123,242.8,20.64,10.3,4
no,0,101,134.9,11.47,10.3,3
yes,0,111,184.9,15.72,9.9,0
yes,0,127,254.5,21.63,8.9,2
no,0,89,137.0,11.65,10.2,3
no,21,99,165.6,14.08,10.1,0
no,0,129,210.2,17.87,9.9,1
no,29,79,187.1,15.9,12.9,1
yes,0,103,189.5,16.11,7.4,2
no,40,105,88.6,7.53,10.8,1
no,0,113,256.0,21.76,9.9,1
no,0,100,211.2,17.95,10.2,1
no,0,66,195.8,16.64,11.2,1
yes,38,117,119.6,10.17,14.0,1
yes,33,91,205.3,17.45,14.5,4
no,0,118,152.2,12.94,7.0,2
no,39,105,65.2,5.54,10.9,1
no,28,104,237.3,20.17,9.8,2
no,45,140,153.3,13.03,12.8,2
no,36,110,225.1,19.13,12.1,0
no,0,114,230.3,19.58,6.5,0
no,0,60,217.4,18.48,8.2,4
yes,0,125,169.1,14.37,10.4,8
no,25,78,113.2,9.62,9.9,3
no,0,100,198.7,16.89,6.5,1
no,0,103,132.3,11.25,11.8,1
no,0,120,200.1,17.01,11.0,2
no,0,99,176.3,14.99,14.2,1
yes,0,94,215.6,18.33,9.5,6
no,0,105,202.8,17.24,9.4,3
no,0,132,126.8,10.78,9.7,4
no,0,126,152.9,13.0,11.8,1
no,0,104,204.2,17.36,9.8,2
no,0,127,90.5,7.69,15.3,3
no,0,70,275.0,23.38,11.2,1
no,0,130,159.5,13.56,11.6,0
no,0,93,209.1,17.77,10.9,1
no,0,85,187.9,15.97,7.8,1
no,0,123,214.2,18.21,8.6,1
yes,0,101,256.5,21.8,10.0,1
yes,0,124,301.5,25.63,8.7,0
yes,42,90,167.0,14.2,13.6,3
no,0,118,113.3,9.63,11.4,2
no,33,104,155.0,13.18,12.1,1
no,30,86,188.4,16.01,6.8,1
yes,0,100,227.1,19.3,9.2,2
no,0,92,162.6,13.82,8.7,1
no,0,98,200.5,17.04,8.8,2
no,0,99,175.6,14.93,10.9,0
no,30,118,205.3,17.45,6.7,1
no,0,65,257.4,21.88,8.5,1
no,0,73,202.8,17.24,5.1,1
no,0,96,211.6,17.99,8.0,0
no,0,105,243.0,20.66,6.8,1
no,0,109,268.8,22.85,10.0,0
yes,0,110,133.4,11.34,7.0,4
no,26,123,176.5,15.0,9.6,1
no,0,120,225.3,19.15,11.1,0
yes,0,82,278.5,23.67,11.8,0
no,0,103,206.9,17.59,5.6,0
no,30,87,207.0,17.6,12.6,3
no,0,79,204.1,17.35,10.2,1
no,0,126,120.0,10.2,12.4,3
no,31,75,267.8,22.76,12.8,2
no,0,92,49.2,4.18,13.9,0
no,0,118,249.6,21.22,11.1,3
no,0,133,199.4,16.95,10.1,0
no,0,105,188.3,16.01,11.0,1
yes,0,109,169.9,14.44,11.1,1
no,0,102,184.9,15.72,2.0,1
no,0,79,246.2,20.93,9.4,3
no,20,63,184.1,15.65,13.5,1
no,0,121,212.9,18.1,13.0,5
no,32,107,310.6,26.4,9.0,1
no,0,101,255.9,21.75,12.5,2
no,21,110,239.7,20.37,6.3,5
yes,20,83,161.5,13.73,8.7,5
no,0,132,149.1,12.67,7.0,2
yes,0,92,208.9,17.76,15.6,2
yes,0,84,168.5,14.32,13.3,3
no,0,106,178.6,15.18,7.4,1
no,0,133,248.1,21.09,5.3,1
no,0,73,255.6,21.73,15.7,0
no,4,96,230.4,19.58,9.4,3
yes,0,119,226.1,19.22,16.4,3
no,16,112,228.3,19.41,8.2,2
no,0,100,136.4,11.59,12.1,0
no,0,96,167.2,14.21,10.2,0
no,0,70,185.7,15.78,12.1,1
no,30,35,262.3,22.3,12.0,2
no,0,77,148.5,12.62,7.6,2
no,0,96,266.3,22.64,4.5,0
no,0,96,157.6,13.4,10.6,0
no,35,119,258.1,21.94,11.7,1
no,0,128,299.8,25.48,7.6,1
no,0,120,130.1,11.06,13.1,3
no,0,97,193.8,16.47,9.7,2
no,0,116,194.6,16.54,10.9,0
no,0,87,161.7,13.74,10.1,3
yes,0,109,178.2,15.15,10.7,1
no,0,95,186.6,15.86,12.9,3
no,0,100,161.7,13.74,13.0,1
no,0,102,204.6,17.39,11.1,1
no,27,96,136.0,11.56,6.6,3
no,0,88,233.2,19.82,6.2,3
no,33,112,210.1,17.86,11.9,3
no,0,110,185.3,15.75,8.3,0
no,0,151,189.6,16.12,12.7,0
no,0,111,123.5,10.5,6.1,1
no,0,82,190.0,16.15,10.8,2
no,0,81,172.0,14.62,13.7,3
no,0,113,148.1,12.59,13.8,0
no,0,118,260.2,22.12,9.2,3
no,22,104,246.8,20.98,7.5,1
no,26,112,178.2,15.15,11.1,1
no,0,106,99.5,8.46,13.4,1
no,23,93,216.9,18.44,12.6,2
no,0,129,193.6,16.46,13.4,2
no,0,109,194.0,16.49,14.1,1
no,36,138,185.8,15.79,10.8,1
yes,0,106,151.7,12.89,8.7,1
yes,0,69,208.2,17.7,14.4,0
no,37,76,280.1,23.81,11.8,1
no,0,72,246.0,20.91,11.4,5
no,0,128,278.3,23.66,13.2,2
yes,0,87,279.0,23.72,10.4,2
no,0,133,209.1,17.77,14.6,1
no,0,89,289.6,24.62,8.7,3
no,0,115,180.4,15.33,8.0,3
no,0,121,240.2,20.42,6.7,1
yes,0,106,228.8,19.45,10.1,1
no,21,84,209.6,17.82,10.6,1
no,15,125,175.9,14.95,9.7,2
no,26,61,263.4,22.39,11.2,1
no,0,117,192.8,16.39,6.4,3
no,30,132,167.5,14.24,10.0,0
no,0,133,277.0,23.55,13.6,4
no,0,98,193.6,16.46,11.1,1
no,0,125,180.2,15.32,12.2,3
no,27,102,168.8,14.35,9.6,3
no,27,118,209.4,17.8,7.0,2
no,0,79,120.7,10.26,7.5,1
no,0,121,171.7,14.59,8.2,1
no,0,92,213.8,18.17,9.7,2
no,0,97,213.9,18.18,7.1,1
no,0,92,220.9,18.78,13.3,3
no,16,87,178.8,15.2,11.5,2
no,0,58,242.4,20.6,12.1,0
yes,0,104,193.8,16.47,8.9,3
no,25,118,267.1,22.7,7.3,0
no,34,112,222.2,18.89,10.3,0
no,0,122,127.7,10.85,10.1,2
no,0,65,208.9,17.76,9.2,2
no,0,55,237.4,20.18,12.2,1
no,26,91,254.5,21.63,15.1,0
no,0,95,230.9,19.63,9.9,4
no,0,121,168.6,14.33,12.3,1
yes,0,119,250.8,21.32,9.8,0
no,0,91,178.4,15.16,13.1,1
no,0,121,314.4,26.72,4.2,2
no,0,131,114.7,9.75,6.5,3
no,0,114,240.5,20.44,11.3,1
no,0,116,295.3,25.1,6.6,2
no,28,107,139.1,11.82,8.8,2
yes,0,134,255.7,21.73,10.1,4
no,0,137,135.8,11.54,13.1,0
no,0,108,176.2,14.98,4.3,1
no,0,101,200.2,17.02,13.1,2
no,0,72,300.9,25.58,11.9,0
no,0,107,94.4,8.02,10.1,1
no,23,106,189.6,16.12,9.8,0
no,0,83,181.6,15.44,8.3,3
no,24,76,176.6,15.01,8.8,2
no,0,110,153.2,13.02,11.1,1
no,0,69,265.8,22.59,12.6,1
no,0,99,212.5,18.06,11.1,4
no,0,84,189.6,16.12,16.4,2
no,0,107,318.7,27.09,11.1,1
no,0,65,232.1,19.73,7.5,2
no,0,97,141.1,11.99,10.8,2
no,0,66,238.2,20.25,12.9,0
no,28,88,113.3,9.63,16.1,0
no,0,53,188.5,16.02,9.8,2
no,0,112,274.7,23.35,9.8,1
yes,0,108,253.9,21.58,10.1,3
no,30,113,165.9,14.1,13.3,0
no,0,95,193.8,16.47,6.9,0
no,0,108,216.3,18.39,12.7,2
yes,0,112,201.3,17.11,9.7,2
no,0,82,185.1,15.73,10.9,2
no,0,82,232.9,19.8,9.6,0
yes,18,89,160.6,13.65,13.6,0
yes,0,135,273.9,23.28,10.1,2
no,0,87,212.2,18.04,9.5,0
no,19,100,241.6,20.54,12.6,3
no,25,100,176.7,15.02,10.2,2
no,0,93,127.0,10.8,14.4,0
yes,0,112,209.4,17.8,12.2,4
yes,0,101,255.6,21.73,11.7,2
no,0,85,168.5,14.32,13.3,3
no,0,71,126.4,10.74,14.2,1
no,0,96,162.5,13.81,11.9,4
yes,0,119,183.0,15.56,9.8,0
yes,0,109,242.4,20.6,11.6,0
no,0,84,216.2,18.38,13.7,1
no,0,108,276.2,23.48,12.7,1
no,27,78,246.6,20.96,16.4,0
no,0,95,157.6,13.4,8.1,1
no,0,117,160.9,13.68,10.7,3
no,0,112,180.4,15.33,9.7,1
no,0,85,205.9,17.5,11.2,3
no,26,98,106.5,9.05,10.2,2
no,23,96,239.8,20.38,7.4,2
no,0,70,251.8,21.4,10.9,1
no,31,77,193.0,16.41,11.0,1
no,31,99,224.8,19.11,10.3,2
no,0,49,224.6,19.09,13.0,1
no,0,138,221.3,18.81,11.2,0
no,0,108,288.4,24.51,11.3,1
no,0,105,206.2,17.53,8.9,0
no,0,102,235.0,19.98,10.9,3
yes,0,120,207.0,17.6,12.0,3
no,0,64,136.7,11.62,13.2,4
no,29,105,217.9,18.52,6.6,2
yes,0,86,210.2,17.87,12.5,1
no,0,78,170.0,14.45,12.7,1
no,0,108,183.2,15.57,10.8,1
no,0,134,167.7,14.25,10.9,0
yes,0,96,261.9,22.26,12.7,3
no,0,102,224.7,19.1,10.0,1
no,33,83,163.4,13.89,11.6,0
yes,0,127,304.6,25.89,12.6,2
no,0,106,143.5,12.2,9.6,2
no,26,121,139.2,11.83,11.1,1
no,0,80,179.8,15.28,9.5,2
no,0,126,246.5,20.95,12.5,2
yes,0,102,256.6,21.81,12.0,2
no,0,116,192.0,16.32,11.3,3
no,0,99,123.6,10.51,10.2,2
yes,0,89,264.4,22.47,13.2,0
no,0,105,182.2,15.49,13.0,1
yes,0,94,339.9,28.89,7.9,1
no,0,83,154.5,13.13,12.1,0
no,35,86,298.5,25.37,6.9,1
no,0,82,266.9,22.69,7.4,1
yes,0,69,252.5,21.46,9.9,3
no,0,103,243.5,20.7,13.0,2
no,0,94,204.1,17.35,6.7,1
no,0,114,168.5,14.32,10.3,1
no,0,65,197.4,16.78,10.6,0
no,0,125,226.2,19.23,10.9,0
no,0,89,211.5,17.98,6.8,1
no,0,85,165.4,14.06,11.2,0
no,0,68,210.4,17.88,7.8,2
no,0,58,148.7,12.64,13.1,2
no,0,121,263.2,22.37,7.3,0
no,24,88,193.1,16.41,11.6,2
no,0,128,123.9,10.53,2.9,2
no,29,102,206.0,17.51,15.0,1
no,0,101,284.5,24.18,14.0,3
no,31,116,266.2,22.63,11.8,1
no,0,143,149.7,12.72,13.0,1
yes,0,74,327.1,27.8,10.9,3
yes,0,124,173.3,14.73,12.4,4
no,0,107,319.0,27.12,7.3,2
no,0,117,177.0,15.05,9.7,3
no,27,106,252.0,21.42,10.9,1
no,0,130,170.6,14.5,5.4,1
no,0,81,256.6,21.81,5.3,2
no,29,98,230.4,19.58,9.0,2
no,34,72,184.5,15.68,6.1,1
no,10,54,292.4,24.85,11.5,0
no,0,105,174.3,14.82,8.5,2
no,0,142,123.5,10.5,8.4,1
no,0,128,180.8,15.37,14.0,2
no,16,72,197.8,16.81,10.4,1
yes,0,103,294.3,25.02,11.0,4
no,0,99,119.7,10.17,6.8,2
no,0,106,138.0,11.73,11.2,3
no,0,120,236.0,20.06,10.6,1
no,0,95,121.0,10.29,9.8,0
no,0,122,220.6,18.75,9.6,1
no,0,78,144.5,12.28,6.8,3
yes,0,110,190.2,16.17,11.7,0
no,27,121,226.2,19.23,11.1,4
yes,0,121,303.4,25.79,12.4,0
no,0,111,285.2,24.24,13.0,1
no,0,107,187.2,15.91,11.8,2
yes,0,94,247.8,21.06,11.3,5
no,0,72,248.9,21.16,8.6,3
no,0,103,209.0,17.77,10.2,2
no,24,109,159.4,13.55,12.1,0
no,0,108,143.1,12.16,11.0,6
no,0,80,134.3,11.42,15.5,2
no,0,93,188.8,16.05,12.1,1
no,0,100,212.2,18.04,10.5,1
no,0,92,223.5,19.0,10.2,2
no,0,92,216.4,18.39,7.6,2
no,25,95,250.7,21.31,17.6,2
no,0,141,205.0,17.43,7.8,2
no,33,104,109.6,9.32,7.1,3
no,0,88,155.6,13.23,12.4,0
no,0,96,192.6,16.37,11.0,1
no,0,112,185.7,15.78,10.0,2
no,13,65,152.7,12.98,9.7,1
no,0,95,120.5,10.24,14.4,2
yes,0,61,179.3,15.24,6.8,4
yes,0,104,180.4,15.33,17.3,1
no,0,108,198.6,16.88,9.3,2
no,0,80,199.7,16.97,13.7,0
no,29,115,144.1,12.25,4.9,1
no,0,88,224.9,19.12,11.4,2
no,0,108,171.0,14.54,8.6,2
no,29,129,161.9,13.76,8.8,2
no,0,70,211.5,17.98,11.3,1
no,0,116,209.9,17.84,12.8,0
no,20,105,209.1,17.77,13.3,5
no,0,85,177.6,15.1,14.4,3
no,0,133,211.5,17.98,7.2,1
no,0,83,164.5,13.98,6.4,1
no,0,112,202.9,17.25,8.9,1
no,28,97,69.2,5.88,6.7,1
no,0,116,181.4,15.42,11.3,0
no,0,109,167.4,14.23,2.6,1
no,33,95,233.5,19.85,13.5,1
yes,0,122,195.6,16.63,7.2,1
no,31,87,147.7,12.55,10.1,3
no,25,114,203.4,17.29,13.0,1
no,0,85,329.3,27.99,9.4,4
no,35,76,184.1,15.65,14.6,1
no,26,137,236.8,20.13,9.0,1
no,0,97,203.7,17.31,8.7,3
no,31,88,253.2,21.52,8.7,0
yes,0,103,216.3,18.39,12.8,2
no,16,88,191.0,16.24,11.3,0
no,37,102,173.6,14.76,8.2,0
no,0,95,231.2,19.65,8.7,1
no,0,102,262.1,22.28,11.7,2
no,0,98,159.0,13.52,7.6,2
no,31,70,209.5,17.81,9.9,4
no,0,100,145.1,12.33,7.7,0
no,0,71,205.1,17.43,5.9,3
no,0,138,248.5,21.12,13.3,0
no,0,61,252.3,21.45,8.4,1
no,0,86,185.5,15.77,9.5,1
no,25,106,313.7,26.66,13.4,2
no,0,71,212.5,18.06,12.6,3
yes,0,116,120.5,10.24,4.7,5
no,0,75,169.9,14.44,12.6,2
no,0,105,185.5,15.77,11.8,1
no,42,105,167.3,14.22,10.4,0
no,0,112,155.1,13.18,6.6,3
no,23,54,292.7,24.88,10.8,1
yes,0,108,259.9,22.09,10.7,3
no,0,87,236.8,20.13,11.9,0
no,0,112,195.1,16.58,10.5,2
no,31,78,191.3,16.26,9.1,1
no,0,100,115.9,9.85,7.4,0
no,0,96,177.9,15.12,6.6,0
no,0,80,238.0,20.23,10.2,1
no,0,109,219.0,18.62,12.9,2
no,0,94,276.8,23.53,8.8,0
no,0,100,202.5,17.21,11.5,2
no,0,120,159.3,13.54,6.0,1
no,33,53,200.7,17.06,10.9,3
no,0,112,173.8,14.77,12.1,1
no,0,89,303.8,25.82,8.9,0
no,25,102,233.8,19.87,13.5,3
no,0,104,242.2,20.59,10.8,1
no,0,57,196.2,16.68,9.2,0
no,0,111,187.4,15.93,11.5,3
no,0,52,246.7,20.97,7.0,2
no,0,107,66.0,5.61,12.9,1
no,0,110,187.0,15.9,6.3,3
no,30,105,253.0,21.51,8.7,3
no,0,109,205.2,17.44,11.7,1
no,0,56,263.0,22.36,15.5,1
no,35,116,265.8,22.59,10.6,5
no,0,84,203.7,17.31,8.2,1
yes,0,120,230.7,19.61,7.8,4
yes,0,108,237.0,20.15,9.8,2
no,0,104,117.9,10.02,14.0,0
yes,0,77,131.8,11.2,9.4,6
no,0,101,238.1,20.24,10.6,1
no,0,90,198.4,16.86,10.5,1
no,0,84,164.9,14.02,8.2,2
no,0,97,146.9,12.49,10.0,3
yes,0,71,203.2,17.27,10.0,3
no,37,107,312.8,26.59,11.6,1
no,0,119,335.7,28.53,8.3,4
no,0,78,188.0,15.98,11.2,2
no,0,83,260.7,22.16,8.9,1
no,17,71,189.8,16.13,12.6,0
no,0,105,153.6,13.06,10.2,2
yes,0,72,170.0,14.45,13.8,1
no,0,98,281.3,23.91,8.2,1
no,0,101,137.9,11.72,0.0,0
no,0,96,149.9,12.74,4.6,2
yes,29,113,171.6,14.59,13.5,1
no,20,102,219.6,18.67,11.3,2
no,0,151,112.9,9.6,8.7,0
no,0,102,263.0,22.36,3.4,2
no,0,71,244.0,20.74,12.8,0
yes,0,85,211.1,17.94,13.1,2
no,0,94,225.9,19.2,12.5,2
yes,0,97,289.7,24.62,5.8,2
no,0,92,197.0,16.75,14.6,0
no,31,90,217.4,18.48,13.1,1
no,0,107,199.4,16.95,9.4,2
no,0,98,95.6,8.13,10.5,3
no,0,118,231.7,19.69,0.0,3
no,0,84,157.3,13.37,13.3,0
no,33,73,273.0,23.21,13.7,0
no,29,122,238.6,20.28,11.5,1
no,45,85,147.4,12.53,14.0,1
no,0,114,198.9,16.91,6.6,3
no,0,83,160.3,13.63,7.6,1
no,0,111,168.8,14.35,9.9,4
no,0,95,200.9,17.08,18.2,1
no,0,109,154.6,13.14,10.1,2
no,0,106,152.7,12.98,10.2,0
no,0,123,194.0,16.49,8.4,0
no,0,107,230.2,19.57,10.4,2
yes,0,106,232.2,19.74,5.8,1
no,0,122,164.5,13.98,12.6,3
no,0,92,233.7,19.86,11.8,2
yes,0,117,132.8,11.29,10.1,9
no,22,80,131.1,11.14,7.6,1
no,0,107,183.0,15.56,10.9,0
no,30,93,233.5,19.85,9.6,2
no,0,100,265.7,22.58,6.4,0
no,0,78,251.7,21.39,13.9,0
yes,0,123,184.3,15.67,7.4,2
yes,32,108,109.6,9.32,9.1,6
no,0,102,284.7,24.2,12.2,0
no,19,87,213.2,18.12,10.8,2
no,25,96,80.6,6.85,8.3,0
no,0,157,174.9,14.87,11.2,3
no,0,86,194.8,16.56,14.3,4
no,0,99,108.5,9.22,10.6,2
no,0,99,155.3,13.2,11.5,1
no,0,70,143.0,12.16,11.2,1
no,39,94,293.6,24.96,8.4,0
yes,0,87,281.7,23.94,11.4,1
yes,33,101,212.2,18.04,15.3,5
no,0,109,198.4,16.86,13.0,2
no,0,80,176.6,15.01,15.5,1
yes,29,130,203.7,17.31,6.4,1
no,0,59,287.9,24.47,9.2,2
yes,31,82,200.3,17.03,13.4,1
no,0,76,153.3,13.03,10.5,1
no,8,119,285.2,24.24,8.7,2
no,0,102,220.8,18.77,10.9,0
no,0,88,276.1,23.47,9.3,1
yes,0,112,165.1,14.03,7.5,1
no,0,58,198.5,16.87,14.8,0
no,0,91,147.3,12.52,6.4,0
yes,0,119,161.0,13.69,9.0,5
no,0,141,256.8,21.83,11.9,2
no,0,99,186.7,15.87,9.3,2
no,0,120,153.1,13.01,11.0,0
yes,0,66,133.9,11.38,10.9,4
no,0,113,236.2,20.08,3.7,0
no,15,97,196.3,16.69,6.4,1
no,28,82,197.4,16.78,8.6,2
no,0,121,237.3,20.17,13.1,1
no,0,104,202.3,17.2,9.5,2
yes,0,123,210.2,17.87,11.3,6
no,21,88,209.6,17.82,10.0,2
no,40,99,247.7,21.05,15.6,0
no,31,104,193.6,16.46,10.2,1
yes,0,88,259.3,22.04,13.3,4
no,0,114,207.7,17.65,12.1,2
no,0,65,242.7,20.63,11.3,0
no,0,96,229.0,19.47,13.3,1
yes,31,108,249.3,21.19,8.3,4
no,0,113,242.3,20.6,11.0,2
